Spectrum,Simple_Mean_Age,Simple_Mean_StdDev,Bootstrap_Median_Age,Bootstrap_Uncertainty
sn1996ai-19960625.26-fast_corrected_snid,1.36,4.39,3.60,0.89
sn2003it-20031021.31-fast_corrected_snid,-1.67,2.23,-2.15,0.65
sn2001V-20010222.44-fast_corrected_snid,-6.64,2.13,-6.50,0.67
sn2004dt-20041006.37-fast_corrected_snid,52.62,5.66,49.95,1.67
sn2007co-20070625.40-fast_corrected_snid,11.18,1.50,11.20,0.29
sn2003kf-20040214.22-fast_corrected_snid,77.97,7.90,75.90,3.52
sn1998aq-19980727.17-fast_corrected_snid,92.04,8.33,89.25,2.61
sn2002ck-20020602.23-fast_corrected_snid,31.51,5.17,32.60,0.86
sn2004fu-20041120.11-fast_corrected_snid,-0.41,4.63,1.55,0.89
sn2001eh-20011017.33-fast_corrected_snid,24.75,5.32,25.40,0.93
sn1996Z-19960522.17-fast_corrected_snid,8.74,1.18,8.90,0.27
sn2005ke-20051221.23-fast_corrected_snid,30.86,7.00,30.90,0.91
sn2001ay-20010516.26-fast_corrected_snid,17.66,4.27,17.45,0.77
sn2007bc-20070524.16-fast_corrected_snid,41.52,4.28,38.70,0.81
sn2008ar-20080316.47-fast_corrected_snid,6.13,1.55,5.60,0.42
sn2003cg-20030325.24-fast_corrected_snid,-1.65,3.30,-2.00,0.67
sn2006ac-20060221.43-fast_corrected_snid,5.55,2.19,6.45,0.33
sn1998ab-19980419.29-fast_corrected_snid,8.10,3.92,9.15,0.39
sn2002ck-20020610.26-fast_corrected_snid,39.08,5.06,39.10,0.68
sn2006gr-20060925.23-fast_corrected_snid,-7.18,2.46,-6.70,0.60
sn2006bt-20060503.33-fast_corrected_snid,-5.66,4.11,-3.80,0.67
sn2000E-20000531.40-fast_corrected_snid,116.03,19.24,100.30,4.55
sn2007af-20070312.44-fast_corrected_snid,-2.38,3.86,-0.55,1.17
sn2004at-20040328.20-fast_corrected_snid,-1.05,3.29,-1.30,0.55
sn2006bz-20060508.23-fast_corrected_snid,-0.27,4.38,1.40,0.93
sn2000fa-20001218.38-fast_corrected_snid,4.50,1.50,4.05,0.36
sn2005am-20050308.25-fast_corrected_snid,0.65,2.05,0.57,0.59
sn2007kk-20071008.41-fast_corrected_snid,-2.24,5.11,-1.15,1.15
sn2003W-20030129.35-mmt_corrected_snid,-7.67,2.32,-8.25,0.55
sn2006ac-20060324.36-fast_corrected_snid,31.17,6.43,32.90,1.72
sn2006hb-20060930.50-fast_corrected_snid,4.71,1.90,4.55,0.49
sn2002fk-20021005.42-fast_corrected_snid,-0.45,2.53,1.05,0.72
sn2006hb-20061001.52-fast_corrected_snid,6.42,1.50,6.65,0.32
sn2001en-20011024.25-fast_corrected_snid,13.90,1.54,13.65,0.45
sn1994ae-19941130.49-fast_corrected_snid,0.86,2.54,0.50,0.61
sn2006gr-20060929.13-fast_corrected_snid,-4.91,2.73,-4.45,0.71
sn1998eg-19981029.19-fast_corrected_snid,1.68,2.62,1.70,0.79
sn2005cf-20050615.24-fast_corrected_snid,-2.03,3.70,-1.75,0.92
sn2001G-20010227.22-fast_corrected_snid,36.74,3.20,35.45,0.98
sn2006em-20060902.41-fast_corrected_snid,1.60,4.48,2.40,1.25
sn2004fu-20041113.16-fast_corrected_snid,-3.90,3.58,-4.15,0.97
sn2006sr-20061222.12-fast_corrected_snid,-2.20,2.68,-1.75,0.64
sn2003iv-20031021.38-fast_corrected_snid,-1.01,2.69,-0.90,0.54
sn2001cp-20010629.28-fast_corrected_snid,-0.61,2.82,-0.20,0.57
sn1999aa-19990516.17-fast_corrected_snid,79.67,8.83,78.05,2.49
sn2005cf-20050613.29-fast_corrected_snid,-3.58,3.23,-3.40,0.85
sn2000dk-20000920.39-fast_corrected_snid,-3.72,2.94,-3.45,0.81
sn2007al-20070312.31-fast_corrected_snid,1.01,3.29,0.80,1.14
sn2003kf-20031130.40-fast_corrected_snid,-1.65,2.96,-0.80,0.81
sn2002bo-20020407.30-fast_corrected_snid,13.29,1.91,13.08,0.67
sn1999cl-19990612.17-fast_corrected_snid,2.00,3.37,2.10,1.34
sn1999aa-19990407.15-fast_corrected_snid,35.62,3.62,35.30,1.02
sn1995al-19951118.53-fast_corrected_snid,10.02,1.19,9.90,0.30
sn2006lf-20061117.42-fast_corrected_snid,10.55,1.38,11.10,0.26
sn2002dj-20020617.17-fast_corrected_snid,-2.48,3.31,-1.60,0.50
sn2004at-20040320.42-fast_corrected_snid,-3.75,2.67,-2.90,0.63
sn2006gr-20060923.22-fast_corrected_snid,-8.17,1.82,-7.70,0.49
sn2006bt-20060508.31-fast_corrected_snid,-3.23,3.55,-2.65,0.77
sn1999ac-19990423.46-fast_corrected_snid,31.86,4.22,30.90,0.84
sn1998dm-19980911.33-fast_corrected_snid,5.18,1.23,4.95,0.37
sn2006hb-20060928.51-fast_corrected_snid,0.73,4.18,2.35,0.66
sn2007hj-20070912.34-fast_corrected_snid,6.28,1.56,6.45,0.37
sn2002cd-20020617.45-fast_corrected_snid,66.91,9.71,65.20,2.61
sn1997do-19971107.51-fast_corrected_snid,-1.59,2.58,-1.20,0.59
sn2006cz-20060617.24-fast_corrected_snid,-4.09,4.08,-4.65,1.04
sn2006X-20060221.40-fast_corrected_snid,1.21,4.24,4.50,0.75
sn2005eq-20051025.38-fast_corrected_snid,13.79,1.50,13.35,0.33
sn2001V-20010518.24-fast_corrected_snid,62.91,6.30,61.65,1.45
sn2002bo-20020410.27-fast_corrected_snid,17.84,3.72,18.25,0.78
sn1999cc-19990519.36-fast_corrected_snid,2.17,3.41,2.25,0.68
sn1997dt-19971126.14-fast_corrected_snid,-2.21,2.71,-2.20,0.83
sn2005eq-20051202.27-mmt_corrected_snid,40.09,5.17,39.95,0.99
sn2003it-20031101.21-fast_corrected_snid,8.71,1.39,8.50,0.25
sn1998dx-19980922.12-fast_corrected_snid,5.20,2.36,5.60,0.23
sn1998bu-19981114.51-fast_corrected_snid,198.12,53.81,182.15,31.63
sn1997dt-19971206.11-fast_corrected_snid,2.98,2.44,3.40,0.35
sn2002bf-20020309.25-fast_corrected_snid,1.28,6.62,3.45,1.69
sn2004as-20040422.33-fast_corrected_snid,29.45,5.90,30.20,0.96
sn2003fa-20030608.29-fast_corrected_snid,-7.28,2.24,-6.40,0.76
sn2003kf-20031216.37-fast_corrected_snid,7.77,1.12,7.65,0.21
sn2005el-20051102.40-fast_corrected_snid,31.70,4.23,30.75,1.02
sn1999ac-19990515.38-fast_corrected_snid,50.94,5.40,51.65,1.61
sn2002cd-20020415.49-fast_corrected_snid,-2.80,4.30,-1.95,0.62
sn2002jy-20030102.12-fast_corrected_snid,3.27,2.83,3.50,0.86
sn2007le-20071213.21-fast_corrected_snid,47.80,4.68,47.35,1.84
sn2002fk-20021107.30-fast_corrected_snid,37.84,4.29,35.60,0.95
sn2005am-20050411.14-fast_corrected_snid,35.13,3.64,34.45,1.22
sn1996ai-19960623.27-fast_corrected_snid,0.36,4.43,2.40,1.01
sn2004ef-20040912.28-fast_corrected_snid,-5.25,4.02,-6.10,1.15
sn1994ae-19941228.49-fast_corrected_snid,36.22,5.35,36.00,1.55
sn2002cd-20020504.47-fast_corrected_snid,14.55,1.59,14.50,0.43
sn2006gj-20060920.43-fast_corrected_snid,-0.48,3.12,-0.40,0.75
sn2007af-20070515.27-fast_corrected_snid,58.56,3.53,58.75,1.08
sn2004bg-20040425.25-fast_corrected_snid,10.07,1.06,9.80,0.24
sn2007ca-20070611.18-fast_corrected_snid,31.93,5.94,32.60,1.28
sn1994M-19940515.27-mmt_corrected_snid,14.04,1.99,14.00,0.50
sn2003fa-20030610.34-mmt_corrected_snid,-5.57,1.71,-5.20,0.36
sn1997cn-19970607.18-fast_corrected_snid,25.50,4.49,27.40,1.35
sn1998bu-19980619.14-fast_corrected_snid,32.87,2.82,32.60,0.81
sn2001ck-20010618.33-mmt_corrected_snid,4.31,2.21,4.35,0.35
sn2001fe-20020109.43-fast_corrected_snid,54.82,5.49,55.55,1.42
sn2002fk-20030129.22-mmt_corrected_snid,107.81,21.87,101.05,5.29
sn2001en-20011117.19-fast_corrected_snid,35.80,4.01,35.45,0.92
sn1998dx-19980915.22-fast_corrected_snid,-1.52,3.27,0.25,0.66
sn1999ac-19990415.45-fast_corrected_snid,30.30,3.95,29.35,0.71
sn1997bq-19970411.13-fast_corrected_snid,0.57,3.63,1.05,0.92
sn2005cf-20050609.27-fast_corrected_snid,-3.73,3.41,-4.05,0.83
sn1994D-19940315.36-mmt_corrected_snid,-2.23,3.89,-1.35,0.69
sn2003cg-20030327.27-fast_corrected_snid,-1.18,2.96,-2.00,0.69
sn2002bf-20020317.33-fast_corrected_snid,11.50,1.84,11.35,0.42
sn2001eh-20010917.39-fast_corrected_snid,-2.93,3.97,-3.20,0.91
sn2005el-20051005.49-fast_corrected_snid,-2.07,3.99,-1.10,0.42
sn2006sr-20061224.09-fast_corrected_snid,-0.26,2.43,-0.25,0.71
sn2001eh-20011019.39-fast_corrected_snid,34.92,4.69,34.85,1.33
sn1996X-19960606.19-fast_corrected_snid,51.19,5.06,49.95,1.31
sn1998ef-19981023.37-fast_corrected_snid,-2.65,3.20,-1.80,0.76
sn1994T-19940612.25-mmt_corrected_snid,4.96,3.71,5.85,0.49
sn2001ep-20011020.44-fast_corrected_snid,3.32,1.92,3.40,0.45
sn2005cf-20050726.18-fast_corrected_snid,38.48,3.32,38.65,0.66
sn2001fe-20011116.51-fast_corrected_snid,-0.03,2.78,0.45,0.59
sn2005kc-20051223.08-fast_corrected_snid,29.65,4.07,29.40,0.80
sn2006hb-20061003.51-fast_corrected_snid,8.58,2.43,8.50,0.55
sn2003fa-20030705.41-mmt_corrected_snid,17.07,2.10,16.25,0.37
sn2004as-20040318.36-fast_corrected_snid,-3.52,4.97,-3.15,1.33
sn2002de-20020610.28-fast_corrected_snid,2.15,3.57,2.00,0.89
sn2005eq-20051007.40-fast_corrected_snid,-3.99,4.38,-4.65,0.83
sn1997cn-19970603.23-fast_corrected_snid,25.57,4.90,26.30,0.94
sn2003kf-20040216.18-fast_corrected_snid,81.22,7.57,79.55,2.39
sn2003kf-20031128.33-imacs_corrected_snid,-1.98,2.84,-1.80,0.79
sn2000dk-20000929.34-fast_corrected_snid,2.73,3.42,3.15,0.48
sn2000cp-20000624.34-fast_corrected_snid,-4.04,3.78,-1.95,1.00
sn1998dm-19980913.43-fast_corrected_snid,7.52,1.06,7.40,0.26
sn1999by-19990506.22-fast_corrected_snid,-1.54,4.52,-1.40,1.52
sn2003du-20030509.29-fast_corrected_snid,-0.83,2.37,-0.15,0.61
sn2002jy-20030129.10-mmt_corrected_snid,34.74,5.65,33.75,1.40
sn1997bq-19970501.17-fast_corrected_snid,9.67,1.32,10.35,0.35
sn2006gr-20061017.24-fast_corrected_snid,11.39,1.49,11.00,0.27
sn1999gh-19991229.45-fast_corrected_snid,31.79,4.51,31.45,1.04
sn2004at-20040319.24-fast_corrected_snid,-3.63,2.89,-2.90,0.60
sn2002G-20020122.52-fast_corrected_snid,-1.29,4.32,-2.00,0.88
sn2008ar-20080301.39-fast_corrected_snid,-7.41,2.76,-8.00,0.59
sn2007S-20070210.32-fast_corrected_snid,-4.38,5.03,-4.85,0.91
sn1998dh-19980726.44-fast_corrected_snid,-1.48,2.94,-1.25,0.79
sn2001en-20011011.39-fast_corrected_snid,-1.72,4.43,0.30,0.74
sn1994D-19940517.17-fast_corrected_snid,65.83,5.04,63.65,1.55
sn2002dp-20020801.42-fast_corrected_snid,33.85,2.85,32.90,0.90
sn2000dg-20000920.38-fast_corrected_snid,21.05,4.07,19.55,1.12
sn2008ar-20080312.36-fast_corrected_snid,0.77,3.79,0.90,0.79
sn2001V-20010227.33-fast_corrected_snid,-5.12,1.48,-5.20,0.46
sn2003cg-20030407.19-fast_corrected_snid,5.87,2.26,6.30,0.25
sn2002cr-20020512.19-fast_corrected_snid,-0.64,2.41,-0.60,0.54
sn2001ep-20011204.32-fast_corrected_snid,39.75,3.85,39.50,0.69
sn2002hw-20021205.12-fast_corrected_snid,25.72,5.57,26.25,1.63
sn1999dq-19990911.46-fast_corrected_snid,-4.14,1.25,-3.95,0.52
sn2004gs-20050117.35-fast_corrected_snid,29.80,5.89,32.10,1.01
sn1997E-19970116.25-fast_corrected_snid,-2.77,3.88,-2.85,0.86
sn2000ce-20000525.15-fast_corrected_snid,20.00,3.89,18.60,0.92
sn2002bo-20020414.17-fast_corrected_snid,29.27,9.26,25.60,2.55
sn1998eg-19981117.18-fast_corrected_snid,21.38,4.23,21.80,1.03
sn2003ic-20031001.32-fast_corrected_snid,9.77,1.74,9.60,0.42
sn2004L-20040227.35-fast_corrected_snid,28.77,7.18,27.62,1.16
sn2008bf-20080415.24-fast_corrected_snid,15.55,2.24,15.50,0.66
sn2007le-20071019.21-fast_corrected_snid,-5.38,4.18,-6.10,0.95
sn1999by-19990514.15-fast_corrected_snid,4.73,8.75,3.50,0.94
sn2006ac-20060228.36-fast_corrected_snid,13.94,2.03,13.60,0.45
sn1996X-19960615.28-fast_corrected_snid,60.91,4.53,60.50,1.10
sn1995al-19951126.46-fast_corrected_snid,16.37,1.91,16.35,0.48
sn1999aa-19990311.23-fast_corrected_snid,16.10,1.29,16.10,0.51
sn2000fa-20001230.43-fast_corrected_snid,15.54,1.94,15.50,0.55
sn2002bf-20020316.32-fast_corrected_snid,11.07,2.08,11.05,0.29
sn2001V-20010523.16-fast_corrected_snid,68.72,5.76,65.25,1.93
sn2006hb-20061015.47-fast_corrected_snid,27.25,4.01,26.75,0.87
sn2006gr-20061114.11-fast_corrected_snid,32.17,3.80,32.10,0.81
sn2007kk-20071018.40-fast_corrected_snid,8.53,1.30,8.05,0.37
sn2003ch-20030328.14-fast_corrected_snid,-0.69,2.16,-1.00,0.48
sn2006lf-20061031.42-fast_corrected_snid,-3.22,3.74,-2.70,0.83
sn2002bo-20020508.16-fast_corrected_snid,45.73,4.23,45.20,1.24
sn1995D-19951124.46-mmt_corrected_snid,225.69,102.47,192.75,27.75
sn2007af-20080111.53-mmt_corrected_snid,228.65,57.80,225.95,13.63
sn1999gp-20000112.09-fast_corrected_snid,2.75,2.15,2.70,0.62
sn2003hu-20030930.16-fast_corrected_snid,8.29,2.23,8.85,0.28
sn2008Z-20080302.25-fast_corrected_snid,11.38,1.73,11.05,0.34
sn2002jg-20021211.14-fast_corrected_snid,7.91,1.65,8.25,0.29
sn1998bu-19980530.17-fast_corrected_snid,10.05,1.17,10.20,0.24
sn2001V-20010421.17-fast_corrected_snid,40.13,5.15,40.08,0.93
sn2003it-20031124.13-fast_corrected_snid,29.77,5.33,30.20,0.98
sn2002de-20020611.29-fast_corrected_snid,-1.04,4.72,1.15,1.39
sn2003iv-20031029.34-fast_corrected_snid,6.63,1.49,6.75,0.25
sn2008Q-20080209.09-fast_corrected_snid,-1.36,2.58,-0.60,0.53
sn2006cp-20060620.19-fast_corrected_snid,8.54,1.47,8.20,0.27
sn2006gj-20060924.46-fast_corrected_snid,1.96,3.23,3.05,0.74
sn2002er-20020912.11-fast_corrected_snid,2.21,4.03,2.80,0.72
sn2001fe-20020118.37-fast_corrected_snid,57.86,5.80,59.85,1.56
sn2006H-20060201.11-fast_corrected_snid,25.77,3.84,26.75,0.92
sn1996X-19960425.29-fast_corrected_snid,6.33,1.51,6.60,0.19
sn2001da-20010719.47-fast_corrected_snid,1.69,4.04,2.60,0.66
sn2007ci-20070520.20-fast_corrected_snid,-0.33,2.25,-0.80,0.63
sn2007le-20071204.12-fast_corrected_snid,36.24,8.06,39.40,1.21
sn2001az-20010529.35-fast_corrected_snid,18.87,2.90,18.70,0.73
sn1995al-19951123.54-fast_corrected_snid,13.91,1.17,14.20,0.37
sn2004as-20040330.24-fast_corrected_snid,8.87,1.71,8.70,0.36
sn2007af-20070325.35-fast_corrected_snid,9.62,1.41,9.75,0.36
sn1999aa-19990220.29-fast_corrected_snid,-4.42,2.28,-4.75,0.55
sn1999ac-19990310.53-fast_corrected_snid,-0.97,3.81,-2.10,1.16
sn2008ar-20080313.37-fast_corrected_snid,0.93,3.49,1.25,0.87
sn2002jy-20021227.11-fast_corrected_snid,-0.83,2.39,-0.90,0.44
sn2004ef-20040917.27-fast_corrected_snid,-1.94,3.59,-0.90,0.76
sn2007F-20070117.53-fast_corrected_snid,-3.44,4.17,-4.80,1.03
sn2007le-20071108.16-fast_corrected_snid,12.28,1.30,12.25,0.34
sn2007F-20070309.39-fast_corrected_snid,37.95,5.75,39.25,0.70
sn2001gc-20011208.35-fast_corrected_snid,4.71,6.36,7.50,0.34
sn2007hj-20070920.28-fast_corrected_snid,25.74,6.02,26.02,1.19
sn2002do-20020704.39-fast_corrected_snid,25.66,4.26,26.15,0.76
sn2007ci-20070612.19-fast_corrected_snid,28.13,3.26,28.12,0.65
sn2005am-20050414.17-fast_corrected_snid,38.42,3.90,37.25,1.01
sn2003ic-20031017.23-fast_corrected_snid,20.42,9.73,-1.00,-1.00
sn1998aq-19980626.18-fast_corrected_snid,59.60,4.30,59.70,0.89
sn2008ar-20080401.31-fast_corrected_snid,21.94,4.38,22.50,1.00
sn2007le-20071015.28-fast_corrected_snid,-7.79,3.03,-7.95,0.96
sn1999gh-20000212.30-fast_corrected_snid,79.58,17.67,80.30,2.44
sn1994D-19940430.32-fast_corrected_snid,44.83,3.65,42.80,0.84
sn2000fa-20001203.48-fast_corrected_snid,-5.82,3.09,-5.45,0.84
sn2006gr-20060930.30-fast_corrected_snid,-4.56,2.62,-4.60,0.74
sn2007fs-20070909.33-fast_corrected_snid,57.81,4.63,57.60,1.36
sn2003du-20030625.22-fast_corrected_snid,49.25,5.49,47.02,1.67
sn2008bf-20080330.31-fast_corrected_snid,-1.75,3.60,-2.00,0.76
sn2006az-20060331.37-fast_corrected_snid,-1.81,2.93,-1.25,0.48
sn2000dk-20001224.16-fast_corrected_snid,99.55,14.90,93.82,3.41
sn2007af-20070327.45-fast_corrected_snid,11.97,1.54,11.70,0.30
sn2007bd-20070425.17-fast_corrected_snid,8.32,1.26,8.25,0.27
sn2003kf-20031229.32-fast_corrected_snid,18.12,2.74,18.05,0.56
sn1994M-19940507.29-fast_corrected_snid,-2.96,4.37,-2.15,1.00
sn2003cg-20030326.30-fast_corrected_snid,-1.60,2.99,-2.30,0.75
sn2006cf-20060618.19-fast_corrected_snid,27.21,6.29,26.75,1.46
sn2006lf-20061214.28-fast_corrected_snid,31.75,8.35,31.65,1.83
sn2003du-20030702.16-fast_corrected_snid,57.52,4.93,56.65,1.01
sn1999cl-19990621.17-fast_corrected_snid,8.26,1.66,8.50,0.27
sn2007cg-20070515.22-fast_corrected_snid,7.88,1.26,7.00,0.41
sn2001eh-20011117.20-fast_corrected_snid,49.54,4.71,51.40,1.93
sn2001br-20010714.29-fast_corrected_snid,35.31,16.13,32.75,7.82
sn2006H-20060129.13-fast_corrected_snid,24.77,5.57,28.10,0.76
sn2002bo-20020422.18-fast_corrected_snid,33.09,4.58,33.55,0.89
sn2002bo-20020319.34-fast_corrected_snid,1.21,3.54,1.60,0.67
sn2008Z-20080226.44-fast_corrected_snid,4.71,3.88,4.60,0.57
sn2007bm-20070612.17-fast_corrected_snid,36.04,3.98,36.20,0.85
sn2003fa-20030703.38-fast_corrected_snid,15.24,1.79,14.85,0.58
sn2006sr-20061225.12-fast_corrected_snid,1.07,2.34,0.95,0.58
sn1995E-19950303.16-fast_corrected_snid,1.56,4.54,2.90,0.57
sn2001eh-20010915.42-fast_corrected_snid,-3.02,3.30,-3.25,0.84
sn2003W-20030130.31-fast_corrected_snid,-3.77,2.98,-4.58,0.72
sn2006H-20060125.16-fast_corrected_snid,14.13,9.42,15.90,2.65
sn2008bf-20080501.22-fast_corrected_snid,30.22,5.45,31.85,1.30
sn2002bo-20020322.17-fast_corrected_snid,1.37,3.69,2.35,0.69
sn2007af-20070615.21-fast_corrected_snid,88.14,7.73,85.40,1.83
sn2001V-20010315.44-fast_corrected_snid,9.69,0.96,9.60,0.29
sn2001G-20010221.28-fast_corrected_snid,32.97,6.26,33.50,1.13
sn1998ec-19981023.48-fast_corrected_snid,18.65,2.04,17.65,0.46
sn2007le-20071031.17-fast_corrected_snid,4.17,3.31,4.35,0.53
sn1994ae-19941207.55-mmt_corrected_snid,6.70,1.47,6.05,0.39
sn2001V-20010318.47-fast_corrected_snid,12.21,1.12,12.15,0.29
sn2007bm-20070520.17-fast_corrected_snid,17.64,3.81,17.70,0.73
sn2006X-20060421.23-fast_corrected_snid,58.09,8.29,55.75,2.32
sn2007cg-20070514.24-fast_corrected_snid,4.09,5.53,6.25,0.88
sn2000cf-20000602.33-fast_corrected_snid,23.54,4.32,22.80,0.81
sn1998dh-19980730.44-fast_corrected_snid,-1.82,2.51,-0.75,0.69
sn1997do-19971125.38-fast_corrected_snid,9.70,1.36,10.20,0.32
sn1998dm-19980930.36-fast_corrected_snid,21.33,4.00,22.15,0.83
sn1999by-19990622.17-fast_corrected_snid,48.57,9.90,51.45,1.93
sn1998dm-19980923.39-fast_corrected_snid,17.44,2.42,16.75,0.48
sn2007ca-20070622.18-fast_corrected_snid,42.20,4.71,41.60,0.71
sn2006ax-20060324.30-fast_corrected_snid,-3.75,3.38,-2.50,0.65
sn1999gh-19991209.50-fast_corrected_snid,8.98,2.66,8.85,0.50
sn1998de-19980726.47-fast_corrected_snid,-2.27,5.86,-1.55,1.31
sn1995D-19950307.32-fast_corrected_snid,13.36,1.41,13.85,0.37
sn1998es-19981225.14-fast_corrected_snid,28.67,6.48,27.95,1.49
sn2004dt-20041212.18-fast_corrected_snid,81.52,22.71,-1.00,-1.00
sn2001V-20010427.35-fast_corrected_snid,45.75,4.88,45.20,1.42
sn2006H-20060203.12-fast_corrected_snid,26.91,3.25,27.75,0.85
sn2005am-20050316.22-fast_corrected_snid,8.68,1.85,9.20,0.27
sn2007fb-20070908.28-fast_corrected_snid,64.95,7.88,63.60,1.95
sn2002cd-20020412.49-fast_corrected_snid,-2.79,4.28,-2.15,0.76
sn1995D-19950226.28-fast_corrected_snid,2.73,2.61,3.05,0.48
sn2003fa-20030627.30-fast_corrected_snid,9.48,1.09,9.40,0.20
sn2001V-20010220.29-fast_corrected_snid,-6.65,2.23,-6.25,0.79
sn2007ux-20080111.39-mmt_corrected_snid,15.97,4.40,17.20,1.08
sn2006ax-20060326.29-fast_corrected_snid,-2.38,3.36,-1.95,0.58
sn2000cp-20000622.28-fast_corrected_snid,-3.29,3.28,-1.35,0.56
sn2002ha-20021208.13-fast_corrected_snid,31.63,5.98,32.60,1.34
sn2006le-20061123.36-fast_corrected_snid,14.11,1.77,14.05,0.39
sn2005na-20060126.39-fast_corrected_snid,20.80,8.34,18.70,1.05
sn1998bu-19980621.16-fast_corrected_snid,35.06,2.91,34.65,0.69
sn2008ar-20080404.46-fast_corrected_snid,25.66,3.98,26.25,1.61
sn2007le-20071107.16-fast_corrected_snid,11.31,1.48,11.35,0.35
sn1999gh-20000210.33-fast_corrected_snid,77.61,16.82,78.50,2.58
sn2003it-20031024.24-fast_corrected_snid,-0.64,2.34,-0.85,0.63
sn2000dg-20000902.38-fast_corrected_snid,-0.53,4.56,0.20,0.81
sn1999aa-19990214.33-fast_corrected_snid,-8.01,2.50,-7.45,0.66
sn2006X-20060323.35-fast_corrected_snid,33.02,4.17,33.65,1.49
sn2001N-20010131.40-fast_corrected_snid,7.24,2.01,7.75,0.28
sn1999cc-19990612.32-fast_corrected_snid,27.05,3.29,27.95,0.85
sn1998ab-19980418.28-fast_corrected_snid,8.52,2.22,9.10,0.24
sn1998ab-19980528.24-fast_corrected_snid,37.70,3.32,37.55,0.69
sn2002dp-20020705.43-fast_corrected_snid,9.34,1.32,9.20,0.20
sn2001V-20010326.47-mmt_corrected_snid,18.27,2.43,18.40,0.86
sn2008Q-20080202.11-fast_corrected_snid,-3.60,3.57,-2.75,0.71
sn1998aq-19980529.19-fast_corrected_snid,32.89,2.84,32.60,0.85
sn2006X-20060504.18-fast_corrected_snid,71.87,11.57,72.45,2.93
sn2005cf-20050728.19-fast_corrected_snid,41.49,3.46,41.15,0.57
sn2003hu-20030921.16-fast_corrected_snid,-3.85,3.98,-4.40,0.92
sn1999cl-19990606.18-fast_corrected_snid,-4.25,4.23,-2.10,1.29
sn2007af-20070313.45-fast_corrected_snid,-1.56,4.12,0.00,1.17
sn2006H-20060122.11-fast_corrected_snid,6.83,3.24,6.35,0.61
sn1997bq-19970502.19-mmt_corrected_snid,11.67,3.60,11.50,0.78
sn2007kk-20071017.40-fast_corrected_snid,7.92,1.08,7.60,0.29
sn2004at-20040329.21-fast_corrected_snid,-0.75,2.94,-0.85,0.55
sn1997bq-19970413.22-fast_corrected_snid,0.08,3.92,0.90,1.03
sn2002fb-20020912.44-fast_corrected_snid,-4.35,4.32,-5.70,0.51
sn2001V-20010619.23-mmt_corrected_snid,88.84,7.28,85.55,2.29
sn1999gh-20000104.45-fast_corrected_snid,38.03,3.75,37.10,1.03
sn1998dx-19980917.13-fast_corrected_snid,0.95,2.18,0.80,0.61
sn1994M-19940514.29-mmt_corrected_snid,12.14,1.93,12.30,0.45
sn2003fa-20030607.34-fast_corrected_snid,-6.70,2.81,-6.25,0.71
sn1994M-19940612.22-mmt_corrected_snid,31.48,5.73,31.85,1.10
sn2007ax-20070327.26-fast_corrected_snid,-1.91,6.10,-2.60,1.54
sn2002dl-20020707.43-fast_corrected_snid,16.63,6.76,16.05,1.38
sn2005na-20060130.24-fast_corrected_snid,24.93,5.65,25.10,1.18
sn2001gc-20011206.33-fast_corrected_snid,5.62,2.30,6.25,0.44
sn1998aq-19980516.17-fast_corrected_snid,18.04,2.90,17.60,0.63
sn1995E-19950305.17-fast_corrected_snid,4.28,2.50,4.30,0.42
sn2004at-20040321.26-fast_corrected_snid,-3.50,2.47,-2.85,0.58
sn2001N-20010221.34-fast_corrected_snid,24.98,3.52,26.95,0.97
sn2006le-20061222.27-fast_corrected_snid,41.79,6.95,42.50,0.95
sn1999dq-19990905.45-fast_corrected_snid,-7.74,2.55,-7.80,0.61
sn2002jy-20030101.10-fast_corrected_snid,0.87,3.14,1.40,0.60
sn2002do-20020706.20-fast_corrected_snid,25.14,4.10,25.65,0.97
sn2002cu-20020513.46-fast_corrected_snid,0.70,3.49,0.70,0.64
sn2007le-20071110.17-fast_corrected_snid,14.13,2.43,13.80,0.40
sn2003cq-20030411.25-fast_corrected_snid,-1.29,4.07,-1.25,1.20
sn2002bf-20020306.22-fast_corrected_snid,-2.78,5.96,-1.65,2.00
sn2007co-20070615.36-fast_corrected_snid,0.19,5.23,1.75,0.92
sn2007bd-20070415.20-fast_corrected_snid,-0.73,2.47,-1.30,0.61
sn2007ci-20070614.18-fast_corrected_snid,26.51,3.28,27.25,0.84
sn2003it-20031123.14-fast_corrected_snid,27.35,4.66,28.50,1.49
sn1994M-19940509.23-fast_corrected_snid,4.67,3.78,5.50,0.49
sn1997bq-19970409.15-fast_corrected_snid,-0.17,3.53,0.50,0.97
sn2003ch-20030411.18-fast_corrected_snid,48.96,34.10,20.05,17.68
sn2002cd-20020507.45-fast_corrected_snid,16.05,1.94,15.35,0.54
sn2007co-20070618.35-fast_corrected_snid,-0.26,4.93,2.10,1.46
sn2006N-20060122.23-fast_corrected_snid,-2.67,2.45,-2.30,0.62
sn2006N-20060206.32-fast_corrected_snid,11.47,1.04,11.70,0.38
sn2004as-20040320.38-fast_corrected_snid,-3.76,4.41,-0.95,0.89
sn1995al-19951124.53-fast_corrected_snid,14.86,1.73,14.55,0.45
sn2001ep-20011015.45-fast_corrected_snid,-1.11,2.70,-1.35,0.58
sn2001V-20010221.39-fast_corrected_snid,-5.75,1.84,-5.80,0.59
