sn_name,snr,redshift,feature_depth,mean_continuum_noise,adaptive_feature_width_A,min_wavelength_A,spectrum_file
2006le,3.28,0.01740,3.0983e-16,9.4336e-17,189.6,6208.7,sn2006le-20061217.29-fast_corrected.flm
1998es,16.76,0.01060,5.4029e-16,3.2243e-17,205.5,6373.5,sn1998es-19990121.14-fast_corrected.flm
2006gr,1.69,0.03460,2.2681e-17,1.3400e-17,2.9,6242.5,sn2006gr-20060924.26-fast_corrected.flm
2007le,92.87,0.00680,1.5093e-11,1.6251e-13,235.2,6146.9,sn2007le-20071102.13-fast_corrected.flm
2007hj,34.56,0.01430,1.0422e-15,3.0161e-17,235.2,6173.4,sn2007hj-20070907.32-fast_corrected.flm
1998eg,1.75,0.02490,9.3634e-17,5.3593e-17,6.0,6351.0,sn1998eg-19981113.19-fast_corrected.flm
2001eh,16.12,0.03710,3.5921e-16,2.2287e-17,205.5,6358.5,sn2001eh-20010921.35-fast_corrected.flm
2006hb,8.99,0.01530,5.3321e-16,5.9331e-17,164.6,6225.0,sn2006hb-20061001.52-fast_corrected.flm
2003W,1.41,0.02010,8.0394e-17,5.7055e-17,3.0,6139.5,sn2003W-20030203.33-fast_corrected.flm
2003cg,49.95,0.00410,3.6026e-15,7.2121e-17,256.5,6147.0,sn2003cg-20030328.26-fast_corrected.flm
2002hd,3.35,0.03500,9.9550e-17,2.9719e-17,22.5,6367.5,sn2002hd-20021109.51-fast_corrected.flm
2004as,13.54,0.03100,3.5470e-16,2.6202e-17,220.5,6261.0,sn2004as-20040315.31-fast_corrected.flm
2007ax,17.55,0.00710,3.1063e-14,1.7701e-15,208.7,6211.7,sn2007ax-20070327.26-fast_corrected.flm
2002fk,48.48,0.00750,4.2063e-15,8.6771e-17,220.5,6208.5,sn2002fk-20021010.43-fast_corrected.flm
2000dk,4.23,0.01750,7.4972e-17,1.7739e-17,39.0,6289.0,sn2000dk-20001029.27-fast_corrected.flm
2004L,3.74,0.03230,6.9052e-17,1.8478e-17,43.5,6361.5,sn2004L-20040218.33-fast_corrected.flm
2004bg,14.21,0.02080,6.1847e-16,4.3527e-17,196.5,6274.5,sn2004bg-20040427.28-fast_corrected.flm
2007al,22.08,0.01210,5.2300e-16,2.3691e-17,205.8,6234.8,sn2007al-20070314.26-fast_corrected.flm
1999dq,42.03,0.01410,2.2837e-15,5.4337e-17,220.5,6228.0,sn1999dq-19990915.45-fast_corrected.flm
2006H,9.98,0.01400,2.6385e-16,2.6437e-17,194.0,6242.4,sn2006H-20060124.15-fast_corrected.flm
1999ac,21.94,0.00950,1.7332e-15,7.8984e-17,268.5,6235.5,sn1999ac-19990324.51-fast_corrected.flm
1996bo,31.65,0.01720,2.5067e-15,7.9202e-17,245.5,6201.9,sn1996bo-19961105.24-fast_corrected.flm
1998es,3.02,0.01060,2.6757e-16,8.8556e-17,7.5,6228.0,sn1998es-19981115.25-fast_corrected.flm
1998dh,11.33,0.00870,4.1352e-16,3.6507e-17,166.5,6358.5,sn1998dh-19980914.36-fast_corrected.flm
2001V,12.17,0.01510,1.4205e-15,1.1674e-16,219.0,6201.0,sn2001V-20010226.30-fast_corrected.flm
2003cq,3.10,0.03330,1.2230e-16,3.9413e-17,16.5,6217.5,sn2003cq-20030509.15-fast_corrected.flm
2002fk,14.99,0.00750,6.4913e-16,4.3310e-17,178.5,6343.5,sn2002fk-20021208.29-fast_corrected.flm
1994D,17.32,0.00290,1.8803e-15,1.0854e-16,249.9,6344.5,sn1994D-19940602.18-fast_corrected.flm
1999cc,5.18,0.03140,9.4525e-17,1.8248e-17,100.5,6330.0,sn1999cc-19990610.37-fast_corrected.flm
2003W,0.45,0.02010,3.5487e-17,7.8161e-17,157.5,6210.0,sn2003W-20030310.28-fast_corrected.flm
2001ep,39.32,0.01300,1.9166e-15,4.8749e-17,231.0,6225.0,sn2001ep-20011023.45-fast_corrected.flm
2006X,21.57,0.00520,7.1628e-16,3.3206e-17,198.5,6384.8,sn2006X-20060424.22-fast_corrected.flm
2006X,69.44,0.00520,5.0278e-15,7.2405e-17,267.5,6111.5,sn2006X-20060306.42-fast_corrected.flm
2003ch,4.64,0.02500,3.9898e-16,8.5989e-17,6.0,6414.0,sn2003ch-20030411.18-fast_corrected.flm
2003cg,43.69,0.00410,3.3837e-15,7.7451e-17,273.0,6133.5,sn2003cg-20030325.24-fast_corrected.flm
2001br,0.98,0.02090,3.1187e-17,3.1771e-17,99.0,6472.5,sn2001br-20010714.29-fast_corrected.flm
2001ep,1.96,0.01300,5.9149e-17,3.0140e-17,10.5,6288.0,sn2001ep-20011120.48-fast_corrected.flm
2001ay,7.28,0.03020,2.0426e-16,2.8054e-17,97.5,6330.0,sn2001ay-20010516.26-fast_corrected.flm
2008Q,53.25,0.00810,7.4002e-15,1.3897e-16,254.3,6156.8,sn2008Q-20080203.12-fast_corrected.flm
1999gh,28.10,0.00770,2.1427e-15,7.6249e-17,241.5,6169.5,sn1999gh-19991210.50-fast_corrected.flm
2003du,17.58,0.00640,5.9496e-15,3.3840e-16,157.5,6333.0,sn2003du-20030627.28-fast_corrected.flm
1999dq,8.47,0.01410,3.1604e-16,3.7297e-17,151.5,6186.5,sn1999dq-19990905.45-fast_corrected.flm
2003ic,5.65,0.05530,1.1544e-16,2.0439e-17,108.0,6448.5,sn2003ic-20031001.32-fast_corrected.flm
1998de,2.92,0.01670,9.1995e-17,3.1477e-17,82.5,6207.0,sn1998de-19980725.46-fast_corrected.flm
1999ac,12.60,0.00950,7.5851e-16,6.0218e-17,252.0,6237.0,sn1999ac-19990325.50-fast_corrected.flm
2007F,7.63,0.02360,1.6056e-15,2.1055e-16,108.8,6252.4,sn2007F-20070116.54-fast_corrected.flm
2000fa,4.80,0.02130,4.3032e-17,8.9562e-18,76.5,6223.5,sn2000fa-20010121.36-fast_corrected.flm
2001da,31.77,0.01720,1.4095e-15,4.4366e-17,259.5,6217.5,sn2001da-20010716.46-fast_corrected.flm
2007hj,50.39,0.01430,1.4862e-15,2.9495e-17,255.8,6196.0,sn2007hj-20070910.33-fast_corrected.flm
1998dh,42.97,0.00870,8.1284e-15,1.8915e-16,261.0,6139.5,sn1998dh-19980727.40-fast_corrected.flm
2001V,12.67,0.01510,1.2392e-16,9.7833e-18,244.0,6438.0,sn2001V-20010619.23-mmt_corrected.flm
1998dx,7.33,0.05420,1.6941e-16,2.3125e-17,196.5,6448.5,sn1998dx-19980918.15-fast_corrected.flm
2001fe,14.16,0.01340,8.3448e-16,5.8945e-17,253.5,6141.0,sn2001fe-20011217.43-fast_corrected.flm
2007co,20.50,0.02700,4.4490e-16,2.1698e-17,244.0,6276.4,sn2007co-20070610.39-fast_corrected.flm
1999cl,63.52,0.00780,1.3675e-14,2.1529e-16,253.5,6180.0,sn1999cl-19990621.17-fast_corrected.flm
2002fk,14.42,0.00750,6.7635e-16,4.6901e-17,183.0,6354.0,sn2002fk-20021204.27-fast_corrected.flm
1994D,116.31,0.00290,2.7489e-14,2.3633e-16,264.6,6129.0,sn1994D-19940316.37-fast_corrected.flm
2002fk,4.62,0.00750,2.9773e-17,6.4413e-18,6.0,6340.0,sn2002fk-20021103.37-mmt_corrected.flm
2001eh,3.60,0.03710,6.8649e-17,1.9053e-17,42.0,6363.0,sn2001eh-20011015.32-fast_corrected.flm
2001V,14.66,0.01510,4.6130e-16,3.1464e-17,246.0,6400.0,sn2001V-20010426.33-mmt_corrected.flm
2005M,5.31,0.02200,1.3182e-16,2.4819e-17,17.6,6437.6,sn2005M-20050309.26-fast_corrected.flm
2001V,9.24,0.01510,3.0868e-16,3.3408e-17,51.0,6226.5,sn2001V-20010328.29-fast_corrected.flm
2001ep,3.74,0.01300,1.2852e-16,3.4351e-17,88.5,6259.5,sn2001ep-20011107.39-fast_corrected.flm
1995al,15.51,0.00510,2.3700e-15,1.5278e-16,199.9,6157.8,sn1995al-19951126.46-fast_corrected.flm
2007al,7.75,0.01210,1.1049e-16,1.4259e-17,166.1,6245.5,sn2007al-20070318.25-fast_corrected.flm
2001N,15.97,0.02100,6.5857e-16,4.1229e-17,258.0,6206.0,sn2001N-20010126.24-mmt_corrected.flm
2002bo,25.93,0.00430,1.1275e-15,4.3484e-17,228.0,6361.5,sn2002bo-20020514.17-fast_corrected.flm
2004ef,21.63,0.03100,8.7651e-16,4.0530e-17,264.6,6278.4,sn2004ef-20040915.30-fast_corrected.flm
2006gr,7.15,0.03460,2.7080e-16,3.7870e-17,100.0,6304.8,sn2006gr-20061014.14-fast_corrected.flm
2006cp,4.83,0.02230,9.7060e-17,2.0089e-17,48.5,6174.6,sn2006cp-20060602.16-fast_corrected.flm
2007S,16.85,0.01390,7.1970e-16,4.2701e-17,210.2,6233.8,sn2007S-20070219.32-fast_corrected.flm
2007ux,17.79,0.03090,2.7118e-16,1.5243e-17,261.7,6343.6,sn2007ux-20080101.38-fast_corrected.flm
2004ef,17.80,0.03100,8.5892e-16,4.8263e-17,249.9,6298.6,sn2004ef-20040922.22-fast_corrected.flm
2005hc,10.11,0.04590,1.7308e-16,1.7117e-17,126.4,6396.2,sn2005hc-20051105.31-fast_corrected.flm
2002cd,4.96,0.01040,1.8577e-16,3.7474e-17,135.0,6085.5,sn2002cd-20020411.48-fast_corrected.flm
2002bo,34.17,0.00430,3.3397e-15,9.7747e-17,261.0,6154.5,sn2002bo-20020408.20-fast_corrected.flm
2007ci,26.32,0.01800,4.4384e-16,1.6866e-17,245.5,6210.9,sn2007ci-20070519.18-fast_corrected.flm
2002hw,8.86,0.01750,4.0825e-16,4.6080e-17,201.0,6214.5,sn2002hw-20021111.20-fast_corrected.flm
2007ux,25.71,0.03090,1.3807e-16,5.3702e-18,255.4,6335.8,sn2007ux-20080111.39-mmt_corrected.flm
2007af,101.48,0.00540,1.1011e-14,1.0850e-16,219.0,6163.2,sn2007af-20070320.48-fast_corrected.flm
1998aq,92.77,0.00390,1.8333e-14,1.9762e-16,240.0,6153.0,sn1998aq-19980428.26-fast_corrected.flm
2008C,14.88,0.01700,8.0985e-17,5.4412e-18,179.4,6469.2,sn2008C-20080402.14-mmt_corrected.flm
1999by,13.79,0.00220,2.0596e-15,1.4934e-16,231.0,6208.5,sn1999by-19990605.17-fast_corrected.flm
1997E,4.61,0.01330,1.7153e-16,3.7207e-17,52.9,6209.3,sn1997E-19970209.23-fast_corrected.flm
2001G,8.50,0.01680,2.1169e-16,2.4900e-17,186.0,6408.0,sn2001G-20010324.19-fast_corrected.flm
2002cs,25.13,0.01580,1.2086e-15,4.8097e-17,256.5,6138.0,sn2002cs-20020511.44-fast_corrected.flm
1998ab,5.74,0.02700,2.0596e-16,3.5900e-17,193.5,6406.5,sn1998ab-19980502.26-fast_corrected.flm
1999ac,29.18,0.00950,2.1070e-15,7.2212e-17,268.5,6223.5,sn1999ac-19990322.51-fast_corrected.flm
2002dp,3.30,0.01170,1.5442e-16,4.6731e-17,114.0,6237.0,sn2002dp-20020718.47-fast_corrected.flm
1998dh,16.38,0.00870,6.7777e-16,4.1378e-17,181.5,6364.5,sn1998dh-19980919.32-fast_corrected.flm
2006X,19.19,0.00520,6.7840e-16,3.5360e-17,183.8,6385.4,sn2006X-20060504.18-fast_corrected.flm
1998V,16.87,0.01740,9.1835e-16,5.4451e-17,231.0,6238.5,sn1998V-19980320.50-fast_corrected.flm
2007af,106.56,0.00540,1.5986e-14,1.5002e-16,238.1,6150.0,sn2007af-20070310.46-fast_corrected.flm
2000dk,28.85,0.01750,1.4939e-15,5.1785e-17,250.5,6229.5,sn2000dk-20000926.37-fast_corrected.flm
2003kf,10.67,0.00740,6.2222e-16,5.8330e-17,84.0,6204.0,sn2003kf-20040102.42-fast_corrected.flm
1994ae,77.49,0.00430,5.7259e-15,7.3893e-17,247.0,6160.7,sn1994ae-19941202.53-fast.flm
2005cf,19.39,0.00650,1.6037e-15,8.2693e-17,226.4,6142.2,sn2005cf-20050602.24-fast_corrected.flm
1998V,9.40,0.01740,3.6172e-16,3.8460e-17,112.5,6244.5,sn1998V-19980403.49-fast_corrected.flm
1999aa,8.73,0.01440,4.7530e-16,5.4470e-17,216.0,6390.0,sn1999aa-19990413.14-fast_corrected.flm
2006S,13.79,0.03210,3.0120e-16,2.1842e-17,202.9,6342.3,sn2006S-20060206.48-fast_corrected.flm
2006hb,37.77,0.01530,1.4182e-15,3.7546e-17,232.3,6225.9,sn2006hb-20060928.51-fast_corrected.flm
1994D,135.45,0.00290,3.0247e-14,2.2331e-16,263.1,6139.5,sn1994D-19940321.35-fast_corrected.flm
2001G,19.81,0.01680,1.4628e-15,7.3847e-17,231.0,6220.5,sn2001G-20010115.32-fast_corrected.flm
2007ca,21.30,0.01410,9.1520e-16,4.2968e-17,230.8,6221.1,sn2007ca-20070513.21-fast_corrected.flm
2006cf,7.62,0.04160,1.2798e-16,1.6792e-17,127.9,6362.3,sn2006cf-20060520.16-fast_corrected.flm
1994D,50.58,0.00290,1.4493e-14,2.8654e-16,197.0,6166.8,sn1994D-19940403.36-fast_corrected.flm
2007F,14.59,0.02360,3.8608e-15,2.6465e-16,230.8,6263.6,sn2007F-20070117.53-fast_corrected.flm
2007hj,3.89,0.01430,4.9051e-17,1.2604e-17,35.3,6299.9,sn2007hj-20071013.20-fast_corrected.flm
2007le,31.22,0.00680,3.6039e-12,1.1543e-13,211.7,6167.6,sn2007le-20071108.16-fast_corrected.flm
2007ci,42.69,0.01800,9.9715e-16,2.3357e-17,251.4,6217.6,sn2007ci-20070524.19-fast_corrected.flm
2003kf,1.62,0.00740,2.5119e-18,1.5472e-18,15.6,6030.8,sn2003kf-20050111.11-ldss2_corrected.flm
2007le,28.35,0.00680,2.3845e-12,8.4107e-14,185.2,6174.6,sn2007le-20071114.18-fast_corrected.flm
2001V,6.75,0.01510,2.1180e-16,3.1379e-17,82.5,6241.5,sn2001V-20010324.21-fast_corrected.flm
2006ev,14.23,0.02860,2.2362e-16,1.5713e-17,244.0,6297.5,sn2006ev-20060916.23-fast_corrected.flm
2007bm,15.98,0.00620,7.1590e-16,4.4794e-17,180.8,6185.7,sn2007bm-20070522.17-fast_corrected.flm
2005ke,46.61,0.00450,2.9773e-15,6.3876e-17,269.0,6195.4,sn2005ke-20051201.29-fast_corrected.flm
2003du,14.51,0.00640,7.4833e-15,5.1577e-16,183.0,6190.5,sn2003du-20030530.24-fast_corrected.flm
2008ar,4.12,0.02610,7.7280e-17,1.8780e-17,41.2,6526.7,sn2008ar-20080510.18-fast_corrected.flm
2002fk,3.22,0.00750,2.1119e-16,6.5625e-17,211.5,6039.0,sn2002fk-20021114.27-fast_corrected.flm
2005kc,21.23,0.01510,6.8862e-16,3.2442e-17,157.3,6227.1,sn2005kc-20051203.17-fast_corrected.flm
2003it,27.94,0.02510,6.5615e-16,2.3489e-17,241.5,6265.5,sn2003it-20031022.26-fast_corrected.flm
2000cf,17.68,0.03640,1.4656e-15,8.2912e-17,216.0,6360.0,sn2000cf-20000512.36-fast_corrected.flm
2002dp,21.28,0.01170,1.1895e-15,5.5886e-17,241.5,6232.5,sn2002dp-20020705.43-fast_corrected.flm
2001eh,5.85,0.03710,1.1321e-16,1.9341e-17,225.0,6271.5,sn2001eh-20011024.26-fast_corrected.flm
2002bo,11.94,0.00430,6.1495e-16,5.1495e-17,198.0,6372.0,sn2002bo-20020604.17-fast_corrected.flm
2002cr,36.40,0.00940,3.2262e-15,8.8637e-17,246.0,6187.5,sn2002cr-20020506.25-fast_corrected.flm
2001gc,12.91,0.01930,1.0304e-15,7.9797e-17,240.0,6189.0,sn2001gc-20011206.33-fast_corrected.flm
1994M,7.86,0.02320,4.9637e-16,6.3144e-17,192.6,6301.1,sn1994M-19940509.23-fast_corrected.flm
2007le,51.52,0.00680,4.1452e-12,8.0458e-14,202.9,6176.4,sn2007le-20071113.14-fast_corrected.flm
2002ef,9.70,0.02360,4.1732e-16,4.3022e-17,163.5,6238.5,sn2002ef-20020801.44-fast_corrected.flm
2005am,5.93,0.00840,3.1597e-16,5.3310e-17,2.9,6208.9,sn2005am-20050414.17-fast_corrected.flm
2003ic,3.64,0.05530,8.5352e-17,2.3419e-17,67.5,6447.0,sn2003ic-20030919.40-fast_corrected.flm
1996X,11.07,0.00680,2.9846e-15,2.6957e-16,164.6,6338.6,sn1996X-19960615.28-fast_corrected.flm
2005ke,10.80,0.00450,6.0448e-16,5.5977e-17,263.1,6207.1,sn2005ke-20051206.25-fast_corrected.flm
1998bu,5.33,0.00290,1.1486e-16,2.1542e-17,121.5,6375.0,sn1998bu-19981213.54-fast_corrected.flm
1997E,3.00,0.01330,1.0278e-16,3.4228e-17,17.6,6369.5,sn1997E-19970302.13-fast_corrected.flm
1998aq,32.33,0.00390,3.0447e-15,9.4180e-17,234.0,6330.0,sn1998aq-19980715.21-fast_corrected.flm
2008ar,9.21,0.02610,2.1445e-16,2.3275e-17,202.9,6220.0,sn2008ar-20080505.21-fast_corrected.flm
2002ha,137.56,0.01440,3.5938e-15,2.6126e-17,268.0,6220.0,sn2002ha-20021104.11-mmt_corrected.flm
1994T,6.04,0.03460,4.3690e-16,7.2389e-17,255.8,6294.6,sn1994T-19940611.21-fast_corrected.flm
1999aa,2.91,0.01440,1.1265e-16,3.8663e-17,6.0,6234.5,sn1999aa-19990213.35-fast_corrected.flm
2002cs,11.56,0.01580,4.0722e-16,3.5235e-17,207.0,6220.5,sn2002cs-20020603.34-fast_corrected.flm
2001E,16.40,0.01910,3.0486e-16,1.8593e-17,261.0,6195.0,sn2001E-20010131.46-fast_corrected.flm
1998bu,25.95,0.00290,7.3596e-15,2.8361e-16,0.0,6171.0,sn1998bu-19980625.17-fast_corrected.flm
2001da,31.67,0.01720,3.6194e-15,1.1430e-16,238.5,6207.0,sn2001da-20010719.47-fast_corrected.flm
2002jy,19.52,0.01960,4.0448e-14,2.0723e-15,16.0,6410.0,sn2002jy-20030129.10-mmt_corrected.flm
2002cd,24.26,0.01040,1.1889e-15,4.8995e-17,262.5,6117.0,sn2002cd-20020419.48-fast_corrected.flm
2002bf,8.16,0.02440,3.2504e-16,3.9838e-17,201.0,6210.0,sn2002bf-20020320.22-fast_corrected.flm
2004dt,9.70,0.01940,1.1882e-15,1.2251e-16,239.6,6460.3,sn2004dt-20041011.37-fast_corrected.flm
1994D,56.52,0.00290,1.7975e-14,3.1803e-16,207.3,6153.6,sn1994D-19940401.28-fast_corrected.flm
2001fh,16.49,0.01230,6.3149e-16,3.8305e-17,240.0,6193.5,sn2001fh-20011108.19-fast_corrected.flm
1998de,12.46,0.01670,5.4495e-16,4.3719e-17,259.5,6201.0,sn1998de-19980727.45-fast_corrected.flm
2006le,5.11,0.01740,1.7636e-15,3.4518e-16,198.4,6221.0,sn2006le-20061212.30-fast_corrected.flm
1999ac,17.77,0.00950,1.3365e-15,7.5195e-17,273.0,6342.0,sn1999ac-19990409.45-fast_corrected.flm
2003ch,8.55,0.02500,3.2147e-16,3.7619e-17,180.0,6297.0,sn2003ch-20030403.16-fast_corrected.flm
1999dq,27.64,0.01410,2.0108e-15,7.2750e-17,234.0,6216.0,sn1999dq-19990911.46-fast_corrected.flm
2003iv,17.37,0.03430,4.9663e-16,2.8597e-17,226.5,6352.5,sn2003iv-20031021.38-fast_corrected.flm
2000dn,12.20,0.03210,2.1966e-16,1.8007e-17,222.0,6318.0,sn2000dn-20000929.29-fast_corrected.flm
2006ac,5.01,0.02270,2.5256e-16,5.0450e-17,27.9,6263.2,sn2006ac-20060309.33-fast_corrected.flm
1997cn,4.91,0.01680,1.3045e-16,2.6560e-17,141.1,6254.9,sn1997cn-19970531.33-fast_corrected.flm
2003cg,47.70,0.00410,5.1655e-15,1.0830e-16,232.5,6147.0,sn2003cg-20030402.33-fast_corrected.flm
2002dj,11.10,0.00930,8.8065e-16,7.9353e-17,187.5,6172.5,sn2002dj-20020712.17-fast_corrected.flm
2002fk,6.38,0.00750,3.1193e-16,4.8907e-17,208.5,6379.5,sn2002fk-20030129.11-fast_corrected.flm
2001gc,6.92,0.01930,6.8662e-16,9.9245e-17,196.5,6205.5,sn2001gc-20011208.35-fast_corrected.flm
2006lf,10.54,0.01320,7.9365e-16,7.5294e-17,195.5,6173.0,sn2006lf-20061031.42-fast_corrected.flm
2008Z,7.98,0.02100,3.2289e-16,4.0443e-17,238.1,6235.7,sn2008Z-20080210.33-fast_corrected.flm
2006ac,9.00,0.02270,1.5861e-16,1.7625e-17,174.9,6234.4,sn2006ac-20060305.48-fast_corrected.flm
2001V,2.89,0.01510,3.8764e-16,1.3432e-16,70.0,6238.0,sn2001V-20010325.40-mmt_corrected.flm
2007A,37.92,0.01710,7.3749e-15,1.9449e-16,233.7,6230.7,sn2007A-20070110.14-fast_corrected.flm
1997do,39.39,0.01010,2.0930e-15,5.3138e-17,259.5,6124.5,sn1997do-19971107.51-fast_corrected.flm
1998bu,22.29,0.00290,7.0204e-15,3.1495e-16,13.5,6168.0,sn1998bu-19980622.16-fast_corrected.flm
2006hb,9.35,0.01530,2.3133e-16,2.4739e-17,95.6,6295.0,sn2006hb-20061015.47-fast_corrected.flm
2002bo,86.55,0.00430,7.2581e-15,8.3865e-17,265.5,6139.5,sn2002bo-20020403.19-fast_corrected.flm
1998aq,36.50,0.00390,5.2815e-15,1.4472e-16,159.0,6171.0,sn1998aq-19980516.17-fast_corrected.flm
2007le,29.89,0.00680,2.2288e-12,7.4580e-14,260.2,6103.4,sn2007le-20071017.25-fast_corrected.flm
2003du,15.02,0.00640,6.2231e-15,4.1428e-16,244.5,6363.0,sn2003du-20030702.16-fast_corrected.flm
2002fk,39.05,0.00750,1.6264e-16,4.1645e-18,190.0,6352.0,sn2002fk-20030129.22-mmt_corrected.flm
1999cc,1.65,0.03140,4.3214e-17,2.6170e-17,30.0,6327.0,sn1999cc-19990605.35-fast_corrected.flm
2007co,29.42,0.02700,5.1792e-16,1.7607e-17,263.1,6275.8,sn2007co-20070615.36-fast_corrected.flm
2003hu,5.11,0.07500,1.2383e-16,2.4216e-17,207.0,6628.5,sn2003hu-20030927.14-fast_corrected.flm
2002bo,13.06,0.00430,4.0599e-17,3.1074e-18,18.0,5914.0,sn2002bo-20030129.39-mmt_corrected.flm
2007S,15.42,0.01390,1.2763e-15,8.2770e-17,139.6,6236.2,sn2007S-20070226.30-fast_corrected.flm
1997dt,33.67,0.00730,2.0742e-15,6.1603e-17,237.0,6133.5,sn1997dt-19971125.11-fast_corrected.flm
2007bc,5.05,0.02080,8.1878e-17,1.6207e-17,164.6,6420.5,sn2007bc-20070524.16-fast_corrected.flm
1994ae,10.47,0.00430,6.6639e-16,6.3650e-17,82.3,6057.9,sn1994ae-19950107.37-fast_corrected.flm
1999cc,2.38,0.03140,5.2776e-17,2.2186e-17,16.5,6301.5,sn1999cc-19990612.32-fast_corrected.flm
2001ep,3.30,0.01300,1.1412e-16,3.4547e-17,7.5,6187.5,sn2001ep-20011224.33-fast_corrected.flm
2006le,30.82,0.01740,4.8502e-15,1.5735e-16,254.3,6233.2,sn2006le-20061115.44-fast_corrected.flm
2003fa,10.34,0.04040,3.3946e-16,3.2836e-17,223.5,6400.5,sn2003fa-20030623.33-fast_corrected.flm
1995D,66.66,0.00670,6.1352e-15,9.2043e-17,244.0,6181.3,sn1995D-19950224.30-fast_corrected.flm
2004as,19.67,0.03100,7.7565e-16,3.9437e-17,253.5,6279.0,sn2004as-20040317.39-fast_corrected.flm
2006cp,5.46,0.02230,3.4442e-16,6.3047e-17,11.8,6301.3,sn2006cp-20060722.17-fast_corrected.flm
1998aq,40.37,0.00390,6.5782e-15,1.6296e-16,195.0,6307.5,sn1998aq-19980617.16-fast_corrected.flm
1994D,7.94,0.00290,1.5750e-15,1.9847e-16,100.0,6169.7,sn1994D-19940411.23-fast_corrected.flm
2001bf,8.87,0.01560,1.1550e-15,1.3017e-16,208.5,6493.5,sn2001bf-20010721.19-fast_corrected.flm
2003kc,10.32,0.03340,3.1052e-16,3.0080e-17,192.0,6226.5,sn2003kc-20031128.53-fast_corrected.flm
2005el,27.66,0.01480,5.9706e-15,2.1582e-16,251.4,6217.7,sn2005el-20050928.47-fast_corrected.flm
2002bo,53.38,0.00430,4.4485e-15,8.3343e-17,279.0,6087.0,sn2002bo-20020319.34-fast_corrected.flm
2003fa,2.65,0.04040,5.2732e-17,1.9920e-17,90.0,6414.0,sn2003fa-20030609.38-fast_corrected.flm
2001ay,14.72,0.03020,4.1320e-16,2.8062e-17,274.5,6247.5,sn2001ay-20010421.48-fast_corrected.flm
2006gr,6.28,0.03460,6.5659e-17,1.0451e-17,145.5,6298.9,sn2006gr-20060928.18-fast_corrected.flm
2005ke,43.58,0.00450,2.3170e-15,5.3170e-17,233.7,6199.2,sn2005ke-20051203.27-fast_corrected.flm
2005eu,0.90,0.03490,2.8516e-17,3.1696e-17,35.3,6379.4,sn2005eu-20051007.38-fast_corrected.flm
2006S,8.00,0.03210,2.0020e-16,2.5040e-17,166.1,6319.3,sn2006S-20060128.50-fast_corrected.flm
1998es,10.80,0.01060,7.8685e-16,7.2850e-17,175.5,6187.5,sn1998es-19981117.20-fast_corrected.flm
1997E,17.56,0.01330,8.7409e-16,4.9782e-17,229.3,6215.2,sn1997E-19970131.26-fast_corrected.flm
2000cp,6.91,0.03420,2.1874e-16,3.1654e-17,204.0,6342.0,sn2000cp-20000623.29-fast_corrected.flm
2004gs,14.48,0.02660,3.3012e-16,2.2799e-17,213.1,6253.6,sn2004gs-20041216.49-fast_corrected.flm
2006N,22.52,0.01430,9.0094e-16,4.0011e-17,216.1,6221.3,sn2006N-20060203.21-fast_corrected.flm
2008bf,26.90,0.02460,4.3800e-16,1.6280e-17,239.6,6265.6,sn2008bf-20080402.35-fast_corrected.flm
2006le,14.81,0.01740,1.5627e-15,1.0553e-16,174.9,6234.2,sn2006le-20061122.38-fast_corrected.flm
1995al,87.80,0.00510,1.8955e-14,2.1590e-16,267.5,6147.6,sn1995al-19951123.54-fast_corrected.flm
2002de,12.82,0.02800,8.2065e-16,6.4021e-17,178.5,6268.5,sn2002de-20020617.23-fast_corrected.flm
2002de,11.91,0.02800,8.7793e-16,7.3716e-17,199.5,6289.5,sn2002de-20020606.22-fast_corrected.flm
2007F,5.90,0.02360,1.0537e-15,1.7868e-16,36.8,6297.9,sn2007F-20070219.43-fast_corrected.flm
2001N,5.78,0.02100,3.8223e-16,6.6146e-17,142.5,6156.0,sn2001N-20010124.39-fast_corrected.flm
2001fe,11.69,0.01340,4.0126e-16,3.4314e-17,205.5,6370.5,sn2001fe-20011224.37-fast_corrected.flm
1995al,72.29,0.00510,1.2307e-14,1.7025e-16,226.4,6118.1,sn1995al-19951118.53-fast_corrected.flm
1996X,27.26,0.00680,1.6545e-14,6.0693e-16,207.3,6160.8,sn1996X-19960425.29-fast_corrected.flm
2003ch,8.46,0.02500,2.6249e-16,3.1019e-17,171.0,6273.0,sn2003ch-20030327.13-fast_corrected.flm
1994ae,22.90,0.00430,7.8161e-16,3.4131e-17,222.0,6349.2,sn1994ae-19950206.45-fast_corrected.flm
2001V,33.40,0.01510,1.7862e-15,5.3482e-17,192.0,6229.5,sn2001V-20010317.45-fast_corrected.flm
2005eq,13.31,0.02900,5.9367e-17,4.4620e-18,206.7,6483.4,sn2005eq-20051202.27-mmt_corrected.flm
2003cg,81.42,0.00410,6.6758e-15,8.1990e-17,262.5,6139.5,sn2003cg-20030331.21-fast_corrected.flm
2001ep,30.48,0.01300,1.0463e-15,3.4325e-17,246.0,6181.5,sn2001ep-20011010.49-fast_corrected.flm
1998ab,6.53,0.02700,2.4678e-16,3.7808e-17,36.0,6288.0,sn1998ab-19980403.38-fast_corrected.flm
1998aq,14.49,0.00390,1.4480e-15,9.9900e-17,37.5,6174.0,sn1998aq-19980528.22-fast_corrected.flm
